     time_s        PosA1T_m       PosA2L_m       PosA3V_m   
   0.000000e+00    2.905819e-06   -2.441406e-10    1.393020e-03
   5.000000e-03    2.905819e-06   -2.441406e-10    1.407168e-03
   1.000000e-02    2.905819e-06   -2.441406e-10    1.400094e-03
   1.500000e-02    2.905819e-06   -2.441406e-10    1.393020e-03
   2.000000e-02    9.473216e-06   -2.441406e-10    1.393020e-03
   2.500000e-02    2.905819e-06    1.600024e-05    1.407168e-03
   3.000000e-02    9.473216e-06    1.600024e-05    1.400094e-03
   3.500000e-02    2.905819e-06    1.600024e-05    1.400094e-03
   4.000000e-02    9.473216e-06   -2.441406e-10    1.414242e-03
   4.500000e-02    2.905819e-06   -2.441406e-10    1.421316e-03
   5.000000e-02    1.604061e-05   -2.441406e-10    1.400094e-03
   5.500000e-02    2.905819e-06   -2.441406e-10    1.393020e-03
   6.000000e-02    9.473216e-06   -2.441406e-10    1.407168e-03
   6.500000e-02    2.905819e-06   -2.441406e-10    1.407168e-03
   7.000000e-02    2.905819e-06   -2.441406e-10    1.400094e-03
   7.500000e-02    2.905819e-06   -2.441406e-10    1.400094e-03
   8.000000e-02   -3.661579e-06   -2.441406e-10    1.414242e-03
   8.500000e-02    2.905819e-06   -2.441406e-10    1.414242e-03
   9.000000e-02    2.905819e-06   -2.441406e-10    1.400094e-03
   9.500000e-02    2.905819e-06   -2.441406e-10    1.407168e-03
   1.000000e-01    2.905819e-06   -2.441406e-10    1.414242e-03
   1.050000e-01    9.473216e-06   -2.441406e-10    1.407168e-03
   1.100000e-01    9.473216e-06   -2.441406e-10    1.407168e-03
   1.150000e-01    9.473216e-06   -2.441406e-10    1.414242e-03
   1.200000e-01    9.473216e-06   -2.441406e-10    1.421316e-03
   1.250000e-01    2.905819e-06   -2.441406e-10    1.407168e-03
   1.300000e-01    9.473216e-06   -2.441406e-10    1.393020e-03
   1.350000e-01    2.905819e-06   -2.441406e-10    1.407168e-03
   1.400000e-01    1.604061e-05   -2.441406e-10    1.414242e-03
   1.450000e-01    2.905819e-06   -2.441406e-10    1.407168e-03
   1.500000e-01    2.905819e-06   -2.441406e-10    1.407168e-03
   1.550000e-01   -3.661579e-06   -2.441406e-10    1.407168e-03
   1.600000e-01    9.473216e-06   -2.441406e-10    1.400094e-03
   1.650000e-01    2.905819e-06   -2.441406e-10    1.393020e-03
   1.700000e-01    2.905819e-06   -2.441406e-10    1.400094e-03
   1.750000e-01    9.473216e-06   -2.441406e-10    1.407168e-03
   1.800000e-01    2.905819e-06   -2.441406e-10    1.407168e-03
   1.850000e-01    9.473216e-06   -2.441406e-10    1.400094e-03
   1.900000e-01   -3.661579e-06   -2.441406e-10    1.407168e-03
   1.950000e-01    9.473216e-06   -2.441406e-10    1.414242e-03
   2.000000e-01   -3.661579e-06   -2.441406e-10    1.407168e-03
   2.050000e-01    9.473216e-06   -2.441406e-10    1.400094e-03
   2.100000e-01   -3.661579e-06   -2.441406e-10    1.407168e-03
   2.150000e-01    2.905819e-06   -2.441406e-10    1.407168e-03
   2.200000e-01   -1.241811e-05   -2.441406e-10    1.407168e-03
   2.250000e-01   -3.661579e-06   -2.441406e-10    1.407168e-03
   2.300000e-01   -3.661579e-06   -2.441406e-10    1.421316e-03
   2.350000e-01    2.905819e-06   -2.441406e-10    1.421316e-03
   2.400000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   2.450000e-01   -1.241811e-05   -2.441406e-10    1.414242e-03
   2.500000e-01    2.905819e-06   -2.441406e-10    1.421316e-03
   2.550000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   2.600000e-01    9.473216e-06   -2.441406e-10    1.400094e-03
   2.650000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   2.700000e-01    9.473216e-06   -2.441406e-10    1.428390e-03
   2.750000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   2.800000e-01    2.905819e-06   -2.441406e-10    1.400094e-03
   2.850000e-01   -1.241811e-05   -2.441406e-10    1.414242e-03
   2.900000e-01   -3.661579e-06   -2.441406e-10    1.421316e-03
   2.950000e-01   -3.661579e-06   -2.441406e-10    1.407168e-03
   3.000000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   3.050000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   3.100000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   3.150000e-01    2.905819e-06   -2.441406e-10    1.407168e-03
   3.200000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   3.250000e-01    2.905819e-06   -2.441406e-10    1.421316e-03
   3.300000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   3.350000e-01   -3.661579e-06   -2.441406e-10    1.407168e-03
   3.400000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   3.450000e-01   -3.661579e-06   -2.441406e-10    1.421316e-03
   3.500000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   3.550000e-01   -3.661579e-06   -2.441406e-10    1.407168e-03
   3.600000e-01    2.905819e-06   -2.441406e-10    1.414242e-03
   3.650000e-01   -3.661579e-06   -2.441406e-10    1.421316e-03
   3.700000e-01    2.905819e-06   -2.441406e-10    1.421316e-03
   3.750000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   3.800000e-01    2.905819e-06   -2.441406e-10    1.421316e-03
   3.850000e-01   -3.661579e-06   -2.441406e-10    1.428390e-03
   3.900000e-01   -1.241811e-05   -2.441406e-10    1.421316e-03
   3.950000e-01   -1.898551e-05   -2.441406e-10    1.414242e-03
   4.000000e-01   -1.241811e-05   -2.441406e-10    1.421316e-03
   4.050000e-01   -3.661579e-06   -2.441406e-10    1.428390e-03
   4.100000e-01   -1.241811e-05   -2.441406e-10    1.421316e-03
   4.150000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   4.200000e-01   -1.898551e-05   -2.441406e-10    1.414242e-03
   4.250000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   4.300000e-01   -1.241811e-05   -2.441406e-10    1.400094e-03
   4.350000e-01    2.905819e-06   -2.441406e-10    1.393020e-03
   4.400000e-01   -1.241811e-05   -2.441406e-10    1.407168e-03
   4.450000e-01   -3.661579e-06   -2.441406e-10    1.407168e-03
   4.500000e-01   -1.898551e-05   -2.441406e-10    1.400094e-03
   4.550000e-01   -1.241811e-05   -2.441406e-10    1.400094e-03
   4.600000e-01   -1.241811e-05   -2.441406e-10    1.407168e-03
   4.650000e-01   -1.898551e-05   -2.441406e-10    1.407168e-03
   4.700000e-01   -1.241811e-05   -2.441406e-10    1.393020e-03
   4.750000e-01   -1.898551e-05   -2.441406e-10    1.400094e-03
   4.800000e-01    2.905819e-06   -2.441406e-10    1.421316e-03
   4.850000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   4.900000e-01    2.905819e-06   -2.441406e-10    1.400094e-03
   4.950000e-01   -1.241811e-05   -2.441406e-10    1.407168e-03
   5.000000e-01    2.905819e-06   -2.441406e-10    1.414242e-03
   5.050000e-01   -1.898551e-05   -2.441406e-10    1.400094e-03
   5.100000e-01   -3.661579e-06   -2.441406e-10    1.393020e-03
   5.150000e-01   -1.898551e-05   -2.441406e-10    1.407168e-03
   5.200000e-01   -1.241811e-05   -2.441406e-10    1.414242e-03
   5.250000e-01   -1.241811e-05   -2.441406e-10    1.407168e-03
   5.300000e-01   -1.898551e-05   -2.441406e-10    1.407168e-03
   5.350000e-01   -1.241811e-05   -2.441406e-10    1.414242e-03
   5.400000e-01   -1.898551e-05    1.600024e-05    1.407168e-03
   5.450000e-01   -3.661579e-06    1.600024e-05    1.393020e-03
   5.500000e-01   -1.241811e-05   -2.441406e-10    1.407168e-03
   5.550000e-01   -3.661579e-06   -2.441406e-10    1.421316e-03
   5.600000e-01   -1.241811e-05   -2.441406e-10    1.414242e-03
   5.650000e-01   -1.241811e-05   -2.441406e-10    1.407168e-03
   5.700000e-01   -1.241811e-05   -2.441406e-10    1.414242e-03
   5.750000e-01   -3.661579e-06   -2.441406e-10    1.428390e-03
   5.800000e-01   -3.661579e-06    1.600024e-05    1.414242e-03
   5.850000e-01   -1.241811e-05    1.600024e-05    1.407168e-03
   5.900000e-01   -1.241811e-05   -2.441406e-10    1.414242e-03
   5.950000e-01   -1.241811e-05   -2.441406e-10    1.421316e-03
   6.000000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   6.050000e-01   -3.661579e-06   -2.441406e-10    1.407168e-03
   6.100000e-01   -3.661579e-06   -2.441406e-10    1.407168e-03
   6.150000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   6.200000e-01   -3.661579e-06   -2.441406e-10    1.400094e-03
   6.250000e-01   -1.241811e-05   -2.441406e-10    1.400094e-03
   6.300000e-01   -1.241811e-05   -2.441406e-10    1.414242e-03
   6.350000e-01   -3.661579e-06   -2.441406e-10    1.414242e-03
   6.400000e-01   -1.898551e-05   -2.441406e-10    1.400094e-03
   6.450000e-01   -1.241811e-05   -2.441406e-10    1.407168e-03
   6.500000e-01   -2.555290e-05   -2.441406e-10    1.407168e-03
   6.550000e-01   -1.898551e-05   -2.441406e-10    1.407168e-03
   6.600000e-01   -2.555290e-05   -2.441406e-10    1.400094e-03
   6.650000e-01   -1.241811e-05   -2.441406e-10    1.400094e-03
   6.700000e-01   -2.555290e-05   -2.441406e-10    1.407168e-03
   6.750000e-01   -1.241811e-05   -2.441406e-10    1.407168e-03
   6.800000e-01   -1.898551e-05   -2.441406e-10    1.400094e-03
   6.850000e-01   -1.898551e-05   -2.441406e-10    1.407168e-03
   6.900000e-01   -1.241811e-05   -2.441406e-10    1.414242e-03
   6.950000e-01   -1.898551e-05   -2.441406e-10    1.400094e-03
   7.000000e-01   -1.898551e-05   -2.441406e-10    1.393020e-03
   7.050000e-01   -3.212030e-05   -2.441406e-10    1.414242e-03
   7.100000e-01   -1.898551e-05   -2.441406e-10    1.414242e-03
   7.150000e-01   -3.212030e-05   -2.441406e-10    1.393020e-03
   7.200000e-01   -1.241811e-05   -2.441406e-10    1.393020e-03
   7.250000e-01   -2.555290e-05   -2.441406e-10    1.400094e-03
   7.300000e-01   -1.898551e-05   -2.441406e-10    1.400094e-03
   7.350000e-01   -3.212030e-05   -2.441406e-10    1.393020e-03
   7.400000e-01   -3.212030e-05   -2.441406e-10    1.407168e-03
   7.450000e-01   -4.087683e-05   -2.441406e-10    1.414242e-03
   7.500000e-01   -3.212030e-05   -2.441406e-10    1.400094e-03
   7.550000e-01   -2.555290e-05   -2.441406e-10    1.400094e-03
   7.600000e-01   -2.555290e-05   -2.441406e-10    1.414242e-03
   7.650000e-01   -2.555290e-05   -2.441406e-10    1.407168e-03
   7.700000e-01   -3.212030e-05   -2.441406e-10    1.400094e-03
   7.750000e-01   -3.212030e-05   -2.441406e-10    1.400094e-03
   7.800000e-01   -3.212030e-05   -2.441406e-10    1.414242e-03
   7.850000e-01   -3.212030e-05   -2.441406e-10    1.407168e-03
   7.900000e-01   -3.212030e-05   -2.441406e-10    1.400094e-03
   7.950000e-01   -3.212030e-05   -2.441406e-10    1.407168e-03
   8.000000e-01   -4.744423e-05   -2.441406e-10    1.407168e-03
   8.050000e-01   -4.087683e-05   -2.441406e-10    1.400094e-03
   8.100000e-01   -4.087683e-05   -2.441406e-10    1.393020e-03
   8.150000e-01   -4.087683e-05   -2.441406e-10    1.407168e-03
   8.200000e-01   -4.087683e-05   -2.441406e-10    1.414242e-03
   8.250000e-01   -4.744423e-05   -2.441406e-10    1.407168e-03
   8.300000e-01   -4.087683e-05   -2.441406e-10    1.407168e-03
   8.350000e-01   -4.744423e-05   -2.441406e-10    1.414242e-03
   8.400000e-01   -4.744423e-05   -2.441406e-10    1.414242e-03
   8.450000e-01   -5.401163e-05    1.600024e-05    1.400094e-03
   8.500000e-01   -4.744423e-05    1.600024e-05    1.400094e-03
   8.550000e-01   -4.744423e-05   -2.441406e-10    1.414242e-03
   8.600000e-01   -5.401163e-05   -2.441406e-10    1.400094e-03
   8.650000e-01   -4.744423e-05   -2.441406e-10    1.393020e-03
   8.700000e-01   -5.401163e-05   -2.441406e-10    1.414242e-03
   8.750000e-01   -4.087683e-05   -2.441406e-10    1.414242e-03
   8.800000e-01   -4.744423e-05   -2.441406e-10    1.400094e-03
   8.850000e-01   -4.087683e-05   -2.441406e-10    1.393020e-03
   8.900000e-01   -5.401163e-05   -2.441406e-10    1.407168e-03
   8.950000e-01   -4.744423e-05   -2.441406e-10    1.414242e-03
   9.000000e-01   -5.401163e-05   -2.441406e-10    1.407168e-03
   9.050000e-01   -4.744423e-05   -2.441406e-10    1.407168e-03
   9.100000e-01   -4.744423e-05   -2.441406e-10    1.407168e-03
   9.150000e-01   -4.744423e-05   -2.441406e-10    1.407168e-03
   9.200000e-01   -4.744423e-05   -2.441406e-10    1.393020e-03
   9.250000e-01   -5.401163e-05   -2.441406e-10    1.407168e-03
   9.300000e-01   -4.744423e-05   -2.441406e-10    1.414242e-03
   9.350000e-01   -6.057902e-05   -2.441406e-10    1.407168e-03
   9.400000e-01   -4.744423e-05   -2.441406e-10    1.400094e-03
   9.450000e-01   -6.057902e-05   -2.441406e-10    1.407168e-03
   9.500000e-01   -4.087683e-05   -2.441406e-10    1.414242e-03
   9.550000e-01   -5.401163e-05   -2.441406e-10    1.414242e-03
   9.600000e-01   -4.087683e-05   -2.441406e-10    1.414242e-03
   9.650000e-01   -5.401163e-05   -2.441406e-10    1.421316e-03
   9.700000e-01   -5.401163e-05   -2.441406e-10    1.421316e-03
   9.750000e-01   -5.401163e-05   -2.441406e-10    1.421316e-03
   9.800000e-01   -5.401163e-05   -2.441406e-10    1.414242e-03
   9.850000e-01   -5.401163e-05   -2.441406e-10    1.407168e-03
   9.900000e-01   -5.401163e-05   -2.441406e-10    1.393020e-03
   9.950000e-01   -4.744423e-05   -2.441406e-10    1.400094e-03
   1.000000e+00   -5.401163e-05   -2.441406e-10    1.407168e-03
   1.005000e+00   -4.744423e-05   -2.441406e-10    1.407168e-03
   1.010000e+00   -6.057902e-05   -2.441406e-10    1.400094e-03
   1.015000e+00   -4.744423e-05   -2.441406e-10    1.407168e-03
   1.020000e+00   -5.401163e-05   -2.441406e-10    1.414242e-03
   1.025000e+00   -4.744423e-05   -2.441406e-10    1.407168e-03
   1.030000e+00   -6.057902e-05   -2.441406e-10    1.407168e-03
   1.035000e+00   -5.401163e-05   -2.441406e-10    1.414242e-03
   1.040000e+00   -6.057902e-05   -2.441406e-10    1.414242e-03
   1.045000e+00   -6.057902e-05   -2.441406e-10    1.414242e-03
   1.050000e+00   -6.057902e-05   -2.441406e-10    1.414242e-03
   1.055000e+00   -6.057902e-05   -2.441406e-10    1.421316e-03
   1.060000e+00   -5.401163e-05   -2.441406e-10    1.428390e-03
   1.065000e+00   -6.057902e-05   -2.441406e-10    1.414242e-03
   1.070000e+00   -5.401163e-05   -2.441406e-10    1.400094e-03
   1.075000e+00   -5.401163e-05    1.600024e-05    1.400094e-03
   1.080000e+00   -4.744423e-05    1.600024e-05    1.407168e-03
   1.085000e+00   -5.401163e-05   -2.441406e-10    1.400094e-03
   1.090000e+00   -6.057902e-05   -2.441406e-10    1.407168e-03
   1.095000e+00   -5.401163e-05   -2.441406e-10    1.421316e-03
   1.100000e+00   -6.057902e-05   -2.441406e-10    1.407168e-03
   1.105000e+00   -4.744423e-05   -2.441406e-10    1.400094e-03
   1.110000e+00   -6.057902e-05    1.600024e-05    1.407168e-03
   1.115000e+00   -5.401163e-05    1.600024e-05    1.407168e-03
   1.120000e+00   -6.057902e-05    1.600024e-05    1.393020e-03
   1.125000e+00   -4.744423e-05    1.600024e-05    1.400094e-03
   1.130000e+00   -6.057902e-05   -2.441406e-10    1.414242e-03
   1.135000e+00   -6.057902e-05   -2.441406e-10    1.400094e-03
   1.140000e+00   -6.057902e-05   -2.441406e-10    1.393020e-03
   1.145000e+00   -6.057902e-05   -2.441406e-10    1.400094e-03
   1.150000e+00   -6.057902e-05   -2.441406e-10    1.407168e-03
   1.155000e+00   -6.933555e-05   -2.441406e-10    1.393020e-03
   1.160000e+00   -6.057902e-05   -2.441406e-10    1.400094e-03
   1.165000e+00   -7.590295e-05   -2.441406e-10    1.421316e-03
   1.170000e+00   -5.401163e-05   -2.441406e-10    1.414242e-03
   1.175000e+00   -6.933555e-05    1.600024e-05    1.400094e-03
   1.180000e+00   -5.401163e-05    1.600024e-05    1.400094e-03
   1.185000e+00   -7.590295e-05   -2.441406e-10    1.414242e-03
   1.190000e+00   -6.057902e-05   -2.441406e-10    1.400094e-03
   1.195000e+00   -6.933555e-05   -2.441406e-10    1.393020e-03
   1.200000e+00   -6.057902e-05   -2.441406e-10    1.407168e-03
   1.205000e+00   -6.933555e-05   -2.441406e-10    1.414242e-03
   1.210000e+00   -7.590295e-05   -2.441406e-10    1.400094e-03
   1.215000e+00   -6.933555e-05   -2.441406e-10    1.400094e-03
   1.220000e+00   -7.590295e-05   -2.441406e-10    1.421316e-03
   1.225000e+00   -6.057902e-05   -2.441406e-10    1.421316e-03
   1.230000e+00   -6.933555e-05   -2.441406e-10    1.407168e-03
   1.235000e+00   -6.057902e-05   -2.441406e-10    1.407168e-03
   1.240000e+00   -7.590295e-05   -2.441406e-10    1.421316e-03
   1.245000e+00   -6.933555e-05   -2.441406e-10    1.414242e-03
   1.250000e+00   -7.590295e-05   -2.441406e-10    1.400094e-03
   1.255000e+00   -6.933555e-05   -2.441406e-10    1.421316e-03
   1.260000e+00   -6.933555e-05    1.600024e-05    1.428390e-03
   1.265000e+00   -6.057902e-05    1.600024e-05    1.421316e-03
   1.270000e+00   -6.933555e-05    1.600024e-05    1.414242e-03
   1.275000e+00   -8.247035e-05   -2.441406e-10    1.421316e-03
   1.280000e+00   -8.247035e-05   -2.441406e-10    1.421316e-03
   1.285000e+00   -8.247035e-05   -2.441406e-10    1.414242e-03
   1.290000e+00   -6.933555e-05   -2.441406e-10    1.414242e-03
   1.295000e+00   -7.590295e-05   -2.441406e-10    1.421316e-03
   1.300000e+00   -7.590295e-05   -2.441406e-10    1.428390e-03
   1.305000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.310000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.315000e+00   -8.247035e-05   -2.441406e-10    1.421316e-03
   1.320000e+00   -9.779428e-05   -2.441406e-10    1.421316e-03
   1.325000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.330000e+00   -9.779428e-05   -2.441406e-10    1.400094e-03
   1.335000e+00   -8.247035e-05   -2.441406e-10    1.414242e-03
   1.340000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.345000e+00   -8.247035e-05   -2.441406e-10    1.400094e-03
   1.350000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.355000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.360000e+00   -8.903775e-05   -2.441406e-10    1.393020e-03
   1.365000e+00   -8.247035e-05   -2.441406e-10    1.400094e-03
   1.370000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.375000e+00   -9.779428e-05   -2.441406e-10    1.407168e-03
   1.380000e+00   -8.903775e-05    1.600024e-05    1.400094e-03
   1.385000e+00   -8.903775e-05    1.600024e-05    1.400094e-03
   1.390000e+00   -7.590295e-05    1.600024e-05    1.414242e-03
   1.395000e+00   -8.903775e-05    1.600024e-05    1.400094e-03
   1.400000e+00   -7.590295e-05   -2.441406e-10    1.400094e-03
   1.405000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.410000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.415000e+00   -1.043617e-04   -2.441406e-10    1.393020e-03
   1.420000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.425000e+00   -9.779428e-05   -2.441406e-10    1.414242e-03
   1.430000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.435000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.440000e+00   -9.779428e-05   -2.441406e-10    1.393020e-03
   1.445000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.450000e+00   -9.779428e-05   -2.441406e-10    1.414242e-03
   1.455000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.460000e+00   -9.779428e-05   -2.441406e-10    1.414242e-03
   1.465000e+00   -8.247035e-05   -2.441406e-10    1.414242e-03
   1.470000e+00   -9.779428e-05   -2.441406e-10    1.414242e-03
   1.475000e+00   -8.903775e-05   -2.441406e-10    1.421316e-03
   1.480000e+00   -1.043617e-04   -2.441406e-10    1.428390e-03
   1.485000e+00   -9.779428e-05   -2.441406e-10    1.428390e-03
   1.490000e+00   -9.779428e-05   -2.441406e-10    1.414242e-03
   1.495000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.500000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.505000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.510000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.515000e+00   -9.779428e-05   -2.441406e-10    1.407168e-03
   1.520000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.525000e+00   -9.779428e-05   -2.441406e-10    1.414242e-03
   1.530000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.535000e+00   -9.779428e-05   -2.441406e-10    1.428390e-03
   1.540000e+00   -9.779428e-05   -2.441406e-10    1.428390e-03
   1.545000e+00   -9.779428e-05   -2.441406e-10    1.414242e-03
   1.550000e+00   -9.779428e-05   -2.441406e-10    1.414242e-03
   1.555000e+00   -9.779428e-05   -2.441406e-10    1.421316e-03
   1.560000e+00   -9.779428e-05   -2.441406e-10    1.421316e-03
   1.565000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.570000e+00   -9.779428e-05   -2.441406e-10    1.400094e-03
   1.575000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.580000e+00   -9.779428e-05   -2.441406e-10    1.407168e-03
   1.585000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.590000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.595000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.600000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.605000e+00   -9.779428e-05   -2.441406e-10    1.400094e-03
   1.610000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.615000e+00   -9.779428e-05   -2.441406e-10    1.414242e-03
   1.620000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.625000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.630000e+00   -7.590295e-05   -2.441406e-10    1.407168e-03
   1.635000e+00   -9.779428e-05   -2.441406e-10    1.407168e-03
   1.640000e+00   -8.247035e-05    1.600024e-05    1.400094e-03
   1.645000e+00   -8.903775e-05    1.600024e-05    1.400094e-03
   1.650000e+00   -8.247035e-05    1.600024e-05    1.407168e-03
   1.655000e+00   -9.779428e-05   -2.441406e-10    1.407168e-03
   1.660000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.665000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.670000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.675000e+00   -8.247035e-05   -2.441406e-10    1.400094e-03
   1.680000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.685000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.690000e+00   -9.779428e-05   -2.441406e-10    1.421316e-03
   1.695000e+00   -8.247035e-05   -2.441406e-10    1.421316e-03
   1.700000e+00   -9.779428e-05   -2.441406e-10    1.407168e-03
   1.705000e+00   -8.247035e-05   -2.441406e-10    1.400094e-03
   1.710000e+00   -9.779428e-05   -2.441406e-10    1.407168e-03
   1.715000e+00   -8.247035e-05   -2.441406e-10    1.400094e-03
   1.720000e+00   -9.779428e-05   -2.441406e-10    1.393020e-03
   1.725000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.730000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.735000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.740000e+00   -8.247035e-05   -2.441406e-10    1.400094e-03
   1.745000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.750000e+00   -8.247035e-05   -2.441406e-10    1.414242e-03
   1.755000e+00   -9.779428e-05   -2.441406e-10    1.400094e-03
   1.760000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.765000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.770000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.775000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.780000e+00   -8.903775e-05   -2.441406e-10    1.393020e-03
   1.785000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.790000e+00   -9.779428e-05   -2.441406e-10    1.407168e-03
   1.795000e+00   -9.779428e-05   -2.441406e-10    1.400094e-03
   1.800000e+00   -1.043617e-04   -2.441406e-10    1.407168e-03
   1.805000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.810000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.815000e+00   -8.903775e-05   -2.441406e-10    1.393020e-03
   1.820000e+00   -9.779428e-05   -2.441406e-10    1.400094e-03
   1.825000e+00   -9.779428e-05   -2.441406e-10    1.407168e-03
   1.830000e+00   -9.779428e-05   -2.441406e-10    1.393020e-03
   1.835000e+00   -9.779428e-05   -2.441406e-10    1.393020e-03
   1.840000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.845000e+00   -8.903775e-05   -2.441406e-10    1.421316e-03
   1.850000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.855000e+00   -9.779428e-05   -2.441406e-10    1.400094e-03
   1.860000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.865000e+00   -9.779428e-05   -2.441406e-10    1.414242e-03
   1.870000e+00   -8.247035e-05   -2.441406e-10    1.400094e-03
   1.875000e+00   -9.779428e-05   -2.441406e-10    1.400094e-03
   1.880000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.885000e+00   -9.779428e-05   -2.441406e-10    1.407168e-03
   1.890000e+00   -9.779428e-05   -2.441406e-10    1.393020e-03
   1.895000e+00   -8.903775e-05   -2.441406e-10    1.393020e-03
   1.900000e+00   -9.779428e-05   -2.441406e-10    1.414242e-03
   1.905000e+00   -8.903775e-05   -2.441406e-10    1.414242e-03
   1.910000e+00   -1.043617e-04   -2.441406e-10    1.407168e-03
   1.915000e+00   -8.247035e-05   -2.441406e-10    1.400094e-03
   1.920000e+00   -8.903775e-05   -2.441406e-10    1.407168e-03
   1.925000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.930000e+00   -8.903775e-05   -2.441406e-10    1.400094e-03
   1.935000e+00   -7.590295e-05   -2.441406e-10    1.407168e-03
   1.940000e+00   -8.903775e-05   -2.441406e-10    1.421316e-03
   1.945000e+00   -8.247035e-05   -2.441406e-10    1.414242e-03
   1.950000e+00   -8.247035e-05   -2.441406e-10    1.393020e-03
   1.955000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.960000e+00   -8.903775e-05   -2.441406e-10    1.421316e-03
   1.965000e+00   -8.903775e-05   -2.441406e-10    1.421316e-03
   1.970000e+00   -8.247035e-05   -2.441406e-10    1.414242e-03
   1.975000e+00   -8.247035e-05   -2.441406e-10    1.421316e-03
   1.980000e+00   -8.247035e-05   -2.441406e-10    1.421316e-03
   1.985000e+00   -9.779428e-05   -2.441406e-10    1.421316e-03
   1.990000e+00   -8.247035e-05   -2.441406e-10    1.407168e-03
   1.995000e+00   -8.247035e-05   -2.441406e-10    1.414242e-03
   2.000000e+00   -7.590295e-05   -2.441406e-10    1.421316e-03
